r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,b_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Michael Bisping,Dan Miller,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,U-DEC,,3,False,Middleweight,3,False,0.0,3,2.54,-195,31,31-35,Orthodox,180,28,26-30,Orthodox,0.017578125,117.75,32.390625,5.6484375,3.396484375,0.25390625,52.125,0.0,56.625,14.4375,0.4375,0.375,0.875,51.5625,False,False,False,False,False,False,False,False
Rampage Jackson,Rashad Evans,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,,,,False,Light Heavyweight,3,False,2.54,1,-5.08,-109,31,31-35,Orthodox,-101,30,26-30,Orthodox,1.5,107.0625,43.21875,2.09375,1.125,0.0,149.53125,0.072265625,58.462890625,15.2548828125,8.8310546875,4.3974609375,0.0,253.4345703125,False,False,False,False,False,False,False,False
Todd Duffee,Mike Russow,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Blue,KO/TKO,Punch,3,False,Heavyweight,3,False,5.08,-9,15.24,-275,24,21-25,Orthodox,250,33,31-35,Orthodox,1.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,36.0,21.0,11.0,8.0,2.0,684.0,True,True,False,False,False,False,False,False
Ben Rothwell,Gilbert Yvel,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Yves Lavigne,Red,U-DEC,,3,False,Heavyweight,3,False,5.08,-5,2.54,170,28,26-30,Orthodox,-185,33,31-35,Orthodox,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Carlos Condit,Rory MacDonald,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Kevin Dornan,Red,KO/TKO,Punches,3,False,Welterweight,3,False,5.08,6,-2.54,118,26,26-30,Orthodox,-128,20,16-20,Orthodox,0.0,78.0,31.0,3.0,2.0,2.0,214.0,0.0,19.0,8.0,3.0,2.0,2.0,170.0,False,True,False,False,False,False,False,False
Chuck Liddell,Rich Franklin,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Herb Dean,Blue,KO/TKO,Punch,1,False,Light Heavyweight,3,False,2.54,5,2.54,-119,40,36-40,Orthodox,109,35,31-35,Southpaw,0.0413627624511718,64.76305294036865,16.949434280395508,0.7506113052368164,0.7504892349243164,0.0,20.80594825744629,0.0968017578125,71.24090576171875,26.184417724609375,1.06463623046875,0.28240966796875,0.00030517578125,39.846282958984375,False,False,False,False,False,False,False,False
David Loiseau,Mario Miranda,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Tony Williamson,Blue,KO/TKO,Elbows,2,False,Middleweight,3,False,-7.62,0,5.08,205,30,26-30,Orthodox,-245,30,26-30,Orthodox,0.1875,38.671875,16.7265625,0.4140625,0.3828125,0.015625,72.1484375,1.0,40.0,16.0,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,False
James Wilks,Peter Sobotta,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Kevin Dornan,Red,U-DEC,,3,False,Welterweight,3,False,2.54,9,0.0,-325,32,31-35,Orthodox,265,23,21-25,Southpaw,0.0,41.0,18.0,6.0,1.5,5.5,253.5,0.0,39.0,18.0,7.0,2.0,0.0,128.0,False,False,False,False,False,False,False,False
Mac Danzig,Matt Wiman,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Yves Lavigne,Blue,SUB,Guillotine Choke,1,False,Lightweight,3,False,-5.08,4,5.08,-102,30,26-30,Orthodox,-108,26,26-30,Orthodox,0.15625,95.4375,44.125,3.40625,1.625,0.34375,185.65625,0.0625,102.5,43.9765625,6.03125,2.359375,0.6875,264.6875,False,False,False,False,False,False,False,False
Mike Pyle,Jesse Lennox,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Kevin Dornan,Red,SUB,Triangle Choke,3,False,Welterweight,3,False,7.62,6,5.08,110,34,31-35,Orthodox,-130,28,26-30,Orthodox,0.0,15.25,5.75,2.0,0.5,1.0,94.0,0.0,121.0,29.5,2.0,1.0,0.5,65.0,False,False,False,False,False,False,False,False
Mirko Cro Cop,Pat Barry,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Yves Lavigne,Red,,,,False,Heavyweight,3,False,7.62,5,-2.54,163,35,31-35,Southpaw,-173,30,26-30,Orthodox,0.15625,51.5,23.59375,0.4375,0.1875,0.5,122.71875,0.5,38.0,16.75,0.0,0.0,0.0,44.25,False,False,False,False,False,False,False,False
Paulo Thiago,Martin Kampmann,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Herb Dean,Blue,U-DEC,,3,False,Welterweight,3,False,-2.54,1,2.54,-218,29,26-30,Orthodox,198,28,26-30,Orthodox,1.125,36.125,14.5,1.25,0.5,1.125,108.125,0.56640625,38.1171875,15.9921875,1.21484375,0.65234375,1.41796875,131.2890625,False,False,False,False,False,False,False,False
Ricardo Funch,Claude Patrick,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Tony Williamson,Blue,SUB,Guillotine Choke,2,False,Welterweight,3,False,-2.54,0,2.54,215,29,26-30,Southpaw,-255,29,26-30,Orthodox,0.0,26.0,16.0,6.0,1.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Tyson Griffin,Evan Dunham,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Herb Dean,Blue,S-DEC,,3,False,Lightweight,3,False,-10.16,-2,-5.08,-180,26,26-30,Orthodox,168,28,26-30,Southpaw,0.5,174.5703125,68.6171875,1.63671875,0.5,0.05078125,87.09375,0.5,87.0,28.75,2.25,1.75,0.75,128.0,False,True,False,False,False,False,False,False
Brad Tavares,Seth Baczynski,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,U-DEC,,3,False,Middleweight,3,False,-5.08,-6,0.0,-220,22,21-25,Orthodox,180,28,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Chris Camozzi,James Hammortree,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,U-DEC,,3,False,Middleweight,3,False,-2.54,-3,1.27,-160,23,21-25,Orthodox,140,26,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Chris Leben,Aaron Simpson,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,KO/TKO,Punches,2,False,Middleweight,3,False,-2.54,-6,2.54,280,29,26-30,Southpaw,-310,35,31-35,Orthodox,0.09814453125,89.6182861328125,43.9207763671875,2.125244140625,1.400146484375,1.031494140625,383.7476806640625,0.5,73.25,28.25,4.0,2.0,0.0,197.0,False,True,False,False,False,False,False,False
Court McGee,Kris McCray,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,SUB,Rear Naked Choke,2,True,Middleweight,3,False,-2.54,-3,-2.54,-220,25,21-25,Orthodox,180,28,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
James McSweeney,Travis Browne,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,KO/TKO,Punches,1,False,Heavyweight,3,False,-5.08,2,-5.08,165,29,26-30,Switch,-190,27,26-30,Orthodox,0.0,95.0,58.0,2.0,1.0,2.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Jamie Yager,Rich Attonito,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Blue,KO/TKO,Punches,2,False,Middleweight,3,False,7.62,-7,2.12,120,26,26-30,Orthodox,-140,33,31-35,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
John Gunderson,Mark Holst,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,U-DEC,,3,False,Lightweight,3,False,-7.62,7,-14.74,-200,31,31-35,Orthodox,170,24,21-25,Orthodox,0.0,30.0,1.0,1.0,1.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Josh Bryant,Kyle Noke,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,KO/TKO,Punches,2,False,Middleweight,3,False,-7.62,0,-7.62,155,30,26-30,Orthodox,-175,30,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Keith Jardine,Matt Hamill,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,M-DEC,,3,False,Light Heavyweight,3,False,2.54,1,0.0,140,34,31-35,Orthodox,-150,33,31-35,Orthodox,0.07861328125,76.2548828125,21.11767578125,0.6279296875,0.126953125,0.0,17.478515625,0.25,43.1328125,16.31640625,1.2734375,0.34375,0.0,22.16015625,False,False,False,False,False,False,False,False
Spencer Fisher,Dennis Siver,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,U-DEC,,3,False,Lightweight,3,False,2.54,3,0.0,-190,34,31-35,Southpaw,165,31,31-35,Orthodox,0.130859375,61.70361328125,31.673828125,1.103515625,0.31689453125,0.25439453125,100.85986328125,0.5703125,169.6953125,33.484375,3.1171875,1.0234375,0.25,55.0234375,False,False,False,False,False,False,False,False
Brendan Schaub,Chris Tuchscherer,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,KO/TKO,Punch,1,False,Heavyweight,3,False,5.08,-7,5.08,-305,27,26-30,Orthodox,275,34,31-35,Orthodox,0.5,42.0,18.5,0.0,0.0,0.0,1.5,0.0,32.5,12.0,3.5,0.5,0.5,128.5,False,False,False,False,False,False,False,False
Brock Lesnar,Shane Carwin,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,SUB,Arm Triangle,2,True,Heavyweight,5,False,2.54,-3,2.54,-145,32,31-35,Orthodox,135,35,31-35,Orthodox,0.375,45.5,38.875,2.375,1.75,0.125,310.625,0.875,38.625,27.75,1.25,0.125,0.0,84.75,False,True,False,False,False,False,False,False
Chris Leben,Yoshihiro Akiyama,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,SUB,Triangle Choke,3,False,Middleweight,3,False,2.54,-5,2.54,177,29,26-30,Southpaw,-192,34,31-35,Orthodox,0.049072265625,90.80914306640624,42.96038818359375,1.0626220703125,0.7000732421875,0.5157470703125,213.87384033203125,0.0,156.0,55.0,4.0,3.0,0.0,191.0,False,True,False,False,False,False,False,False
Chris Lytle,Matt Brown,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,SUB,Armbar,2,False,Welterweight,3,False,-2.54,6,-17.78,-180,35,31-35,Orthodox,168,29,26-30,Orthodox,0.0157470703125,109.059814453125,42.843841552734375,0.952484130859375,0.138336181640625,0.6824951171875,36.20562744140625,0.5,33.5625,20.6875,0.375,0.09375,1.03125,72.5625,False,False,False,False,False,False,False,False
Forrest Petz,Daniel Roberts,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Blue,S-DEC,,3,False,Welterweight,3,False,-2.54,5,-7.62,170,34,31-35,Orthodox,-200,29,26-30,Southpaw,0.3125,147.6875,46.5,0.375,0.375,0.0,143.125,0.0,17.0,7.0,1.0,1.0,1.0,55.0,False,False,False,False,False,False,False,False
George Sotiropoulos,Kurt Pellegrino,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,U-DEC,,3,False,Lightweight,3,False,5.08,1,2.54,-158,32,31-35,Orthodox,148,31,31-35,Orthodox,0.0,80.0,21.4375,3.125,2.3125,2.375,298.875,0.125,42.51953125,20.33203125,2.69140625,1.5859375,1.201171875,439.833984375,True,False,False,False,False,False,False,False
Gerald Harris,David Branch,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,KO/TKO,Slam,3,False,Middleweight,3,False,-5.08,2,-2.54,-250,30,26-30,Southpaw,210,28,26-30,Orthodox,1.0,59.0,19.0,1.0,0.5,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Jon Madsen,Karlos Vemola,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Mario Yamasaki,Red,U-DEC,,3,False,Heavyweight,3,False,0.0,6,-7.62,125,30,26-30,Orthodox,-145,24,21-25,Orthodox,0.0,98.5,29.0,1.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Kendall Grove,Goran Reljic,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Mario Yamasaki,Red,S-DEC,,3,False,Middleweight,3,False,7.62,1,-5.08,130,27,26-30,Orthodox,-140,26,26-30,Southpaw,0.5625,27.955078125,11.171875,0.263671875,0.255859375,2.052734375,80.5,0.5,56.5,26.5,0.5,0.5,1.5,96.5,False,False,False,False,False,False,False,False
Krzysztof Soszynski,Stephan Bonnar,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Mario Yamasaki,Blue,KO/TKO,Punches,2,False,Light Heavyweight,3,False,-7.62,-1,-2.54,-190,32,31-35,Open Stance,175,33,31-35,Orthodox,0.125,103.3125,37.875,1.875,0.375,0.1875,104.125,0.00390625,89.9052734375,32.02734375,2.7861328125,1.0107421875,0.8369140625,157.544921875,False,False,False,False,False,False,False,False
Seth Petruzelli,Ricardo Romero,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Blue,SUB,Armbar,2,False,Light Heavyweight,3,False,0.0,-2,0.0,150,30,26-30,Orthodox,-170,32,31-35,Orthodox,0.5,44.0,16.5,0.5,0.5,0.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Brian Stann,Mike Massenzio,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,John McCarthy,Red,SUB,Triangle Choke,3,False,Middleweight,3,False,-2.54,2,2.54,180,29,26-30,Orthodox,-220,27,26-30,Southpaw,0.0,54.75,18.0,0.875,0.0,0.0,72.125,0.5,3.0,1.5,0.5,0.5,1.5,42.5,False,False,False,False,False,False,False,False
DaMarques Johnson,Matthew Riddle,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Jason Herzog,Blue,KO/TKO,Punches,2,False,Welterweight,3,False,0.0,4,2.54,180,28,26-30,Orthodox,-220,24,21-25,Southpaw,0.5,68.25,22.75,0.0,0.0,0.75,38.5,0.0,75.9375,43.125,7.6875,3.8125,0.375,481.25,False,False,False,False,False,False,False,False
Darren Elkins,Charles Oliveira,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Blue,SUB,Armbar,1,False,Lightweight,3,False,0.0,6,-7.62,200,26,26-30,Orthodox,-240,20,16-20,Orthodox,0.0,2.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
James Irvin,Igor Pokrajac,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Blue,SUB,Rear Naked Choke,1,False,Light Heavyweight,3,False,5.08,0,-2.54,-160,31,31-35,Orthodox,140,31,31-35,Orthodox,0.14453125,11.19140625,4.12109375,0.0625,0.0,0.03125,0.9765625,1.0,59.5,21.0,3.0,1.5,0.0,81.0,False,False,False,False,False,False,False,False
John Howard,Jake Ellenberger,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Blue,KO/TKO,,3,False,Welterweight,3,False,-5.08,2,0.0,181,27,26-30,Orthodox,-196,25,21-25,Orthodox,0.25,19.25,11.5,3.0,2.5,0.375,186.5,1.5,49.0,21.5,3.0,2.5,1.5,342.0,True,False,False,False,False,False,False,False
Jon Jones,Vladimir Matyushenko,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Red,KO/TKO,Elbows,1,False,Light Heavyweight,3,False,10.16,-16,25.4,-752,23,21-25,Orthodox,602,39,36-40,Orthodox,0.0625,51.625,25.0625,2.6875,1.8125,0.125,138.3125,0.0,78.703125,28.4375,4.921875,2.4375,0.25,192.0625,False,False,False,False,False,False,False,False
Mark Munoz,Yushin Okami,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,John McCarthy,Blue,S-DEC,,3,False,Middleweight,3,False,-5.08,3,-7.62,185,32,31-35,Orthodox,-200,29,26-30,Southpaw,0.0,54.375,24.875,6.25,1.0,0.25,162.875,0.625,92.228515625,39.751953125,0.173828125,0.10546875,0.345703125,174.232421875,False,False,False,False,False,False,False,False
Paul Kelly,Jacob Volkmann,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,John McCarthy,Blue,U-DEC,,3,False,Lightweight,3,False,0.0,-4,-2.54,-105,25,21-25,Orthodox,-115,29,26-30,Southpaw,0.0,84.71875,37.21875,1.375,0.625,1.78125,283.375,0.0,47.0,19.25,4.0,2.75,0.25,392.75,False,False,False,False,False,False,False,False
Rob Kimmons,Steve Steinbeiss,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Jason Herzog,Red,U-DEC,,3,False,Middleweight,3,False,-12.7,0,-5.08,-195,29,26-30,Orthodox,168,29,26-30,Orthodox,0.0,32.5,14.375,1.75,0.625,1.0,104.625,0.0,19.0,7.0,0.0,0.0,0.0,19.0,False,False,False,False,False,False,False,False
Tyson Griffin,Takanori Gomi,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Jason Herzog,Blue,KO/TKO,Punch,1,False,Lightweight,3,False,-2.54,-5,-5.08,-320,26,26-30,Orthodox,290,31,31-35,Southpaw,0.25,122.28515625,47.30859375,1.818359375,0.25,0.525390625,52.546875,0.0,116.0,20.0,1.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False
Anderson Silva,Chael Sonnen,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Red,SUB,Triangle Choke,5,True,Middleweight,5,False,2.54,2,7.62,-460,35,31-35,Southpaw,410,33,31-35,Southpaw,1.3115234375,83.455078125,48.861328125,0.07421875,0.06640625,0.01953125,75.7177734375,0.0,109.234375,48.015625,5.78125,4.578125,0.0,601.71875,True,False,False,False,False,False,False,False
Ben Saunders,Dennis Hallman,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Marcos Rosales,Blue,U-DEC,,3,False,Welterweight,3,False,12.7,-7,12.7,-300,27,26-30,Orthodox,250,34,31-35,Orthodox,0.09375,34.40625,20.59375,0.65625,0.03125,0.1875,61.40625,0.0,23.0,8.0625,4.375,1.375,2.0,324.25,False,False,False,False,False,False,False,False
Clay Guida,Rafael Dos Anjos,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Red,SUB,Injury,3,False,Lightweight,3,False,-2.54,3,0.0,116,28,26-30,Orthodox,-126,25,21-25,Southpaw,0.015625,57.3076171875,19.1201171875,4.02734375,1.8896484375,0.576171875,350.6396484375,0.0,80.625,31.6875,5.4375,2.75,1.3125,344.625,False,False,False,False,False,False,False,False
Dustin Hazelett,Rick Story,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Blue,KO/TKO,Punches,2,False,Welterweight,3,False,10.16,-1,12.7,-150,24,21-25,Orthodox,130,25,21-25,Southpaw,0.0,21.3515625,8.1328125,0.1328125,0.1328125,1.34375,7.5,0.0,94.75,32.125,6.75,2.875,1.5,426.875,False,False,False,False,False,False,False,False
Johny Hendricks,Charlie Brenneman,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Red,KO/TKO,Punches,2,False,Welterweight,3,False,-2.54,-3,-7.62,-370,26,26-30,Southpaw,310,29,26-30,Orthodox,0.25,65.0,40.5,7.5,5.75,1.0,348.0,0.0,53.0,33.0,10.0,6.0,0.0,528.0,True,True,False,False,False,False,False,False
Jon Fitch,Thiago Alves,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Red,U-DEC,,3,False,Welterweight,3,False,7.62,6,15.24,116,32,31-35,Orthodox,-126,26,26-30,Orthodox,0.000732421875,104.850341796875,56.2890625,7.317138671875,2.84814453125,0.259521484375,579.108642578125,0.7353515625,136.5751953125,39.75634765625,0.62890625,0.12890625,0.013671875,58.48681640625,False,False,False,False,False,False,False,False
Matt Hughes,Ricardo Almeida,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Red,SUB,Arm Triangle,1,False,Welterweight,3,False,-7.62,3,-2.54,178,36,36-40,Switch,-193,33,31-35,Orthodox,1.0,80.6083288192749,45.93420457839966,3.036646842956543,0.9541630744934082,0.103921890258789,229.0669469833374,0.0,42.15625,24.1640625,11.671875,5.3046875,0.8671875,465.1328125,False,False,False,False,False,False,False,False
Rodney Wallace,Phil Davis,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Blue,U-DEC,,3,False,Light Heavyweight,3,False,-12.7,3,-17.78,600,28,26-30,Switch,-900,25,21-25,Orthodox,0.0,50.5,24.5,14.0,9.0,1.5,338.5,0.0,60.5,31.0,4.5,2.0,1.0,433.0,False,True,False,False,False,False,False,False
Roy Nelson,Junior Dos Santos,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Marcos Rosales,Blue,U-DEC,,3,False,Heavyweight,3,False,-10.16,8,-12.7,315,34,31-35,Orthodox,-345,26,26-30,Orthodox,1.0,25.0,8.5,1.0,0.5,0.0,45.0,0.9375,47.1875,23.4375,0.0,0.0,0.0,12.8125,True,True,False,False,False,False,False,False
Stefan Struve,Christian Morecraft,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Red,KO/TKO,Punch,2,False,Heavyweight,3,False,12.7,-1,7.62,-200,22,21-25,Orthodox,170,23,21-25,Orthodox,0.0,33.6875,16.25,0.4375,0.375,1.3125,103.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Todd Brown,Tim Boetsch,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Marcos Rosales,Blue,U-DEC,,3,False,Light Heavyweight,3,False,-2.54,4,0.04,290,33,31-35,Orthodox,-350,29,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,55.0,24.75,0.375,0.125,0.0,3.25,True,False,False,False,False,False,False,False
Andre Winner,Nik Lentz,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Josh Rosenthal,Blue,U-DEC,,3,False,Lightweight,3,False,7.62,2,12.7,-115,28,26-30,Orthodox,105,26,26-30,Orthodox,0.5,127.5,45.5,0.5,0.0,0.0,114.5,0.0,133.5,57.5,11.5,4.0,1.75,344.25,False,False,False,False,False,False,False,False
Dan Miller,John Salter,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Mario Yamasaki,Red,SUB,Guillotine Choke,2,False,Middleweight,3,False,0.0,4,0.0,-230,29,26-30,Orthodox,190,25,21-25,Southpaw,0.0,133.8125,32.21875,2.21875,0.6875,0.4375,48.28125,0.0,39.5,5.0,3.5,1.0,0.0,80.0,False,False,False,False,False,False,False,False
Demian Maia,Mario Miranda,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Herb Dean,Red,U-DEC,,3,False,Middleweight,3,False,-5.08,1,-5.08,-210,32,31-35,Southpaw,190,31,31-35,Orthodox,0.0,47.796875,13.546875,8.703125,1.1484375,0.171875,93.34375,0.5,51.5,29.0,1.5,1.5,0.0,240.5,False,False,False,False,False,False,False,False
Frankie Edgar,BJ Penn,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Herb Dean,Red,U-DEC,,5,True,Lightweight,5,False,-7.62,-3,-5.08,248,28,26-30,Orthodox,-270,31,31-35,Orthodox,0.0,166.90625,52.453125,9.2734375,1.46875,0.375,79.6328125,0.0625457763671875,185.0059814453125,65.96194458007812,0.5028839111328125,0.153564453125,0.1749267578125,65.18862915039062,False,False,False,False,False,False,False,False
Joe Lauzon,Gabe Ruediger,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Herb Dean,Red,SUB,Armbar,1,False,Lightweight,3,False,0.0,-6,2.34,-320,26,26-30,Orthodox,290,32,31-35,Orthodox,0.015625,52.8125,19.296875,9.078125,2.84375,2.5,174.859375,0.0,23.0,7.0,12.0,2.0,0.0,128.0,False,False,False,False,False,False,False,False
