r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,b_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Lucas Martins,Mirsad Bektic,UFC Fight Night: Condit vs Alves,2015-05-30,5,2015,MALE,Goiania,Goias,Brazil,Mario Yamasaki,Blue,KO/TKO,Punches,2,False,Featherweight,3,False,10.16,2,5.08,345,26,26-30,Southpaw,-430,24,21-25,Orthodox,0.4375,87.375,30.6875,0.25,0.0,0.625,20.5,0.0,73.0,30.5,3.5,2.0,0.0,564.0,False,True,False,False,False,False,False,False
Luiz Dutra,Tom Breese,UFC Fight Night: Condit vs Alves,2015-05-30,5,2015,MALE,Goiania,Goias,Brazil,Fernando Yamasaki,Blue,KO/TKO,Punches,1,False,Welterweight,3,False,-10.16,10,-5.08,135,33,31-35,Orthodox,-155,23,21-25,Southpaw,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Nik Lentz,Charles Oliveira,UFC Fight Night: Condit vs Alves,2015-05-30,5,2015,MALE,Goiania,Goias,Brazil,Kevin MacDonald,Blue,SUB,Guillotine Choke,3,False,Featherweight,3,False,-5.08,5,-15.24,225,30,26-30,Orthodox,-265,25,21-25,Orthodox,0.125,98.781005859375,46.695556640625,12.492919921875,3.29833984375,0.0374755859375,390.3731689453125,0.001953125,58.31396484375,33.763671875,6.11083984375,2.1826171875,2.35107421875,245.8671875,False,False,True,False,True,False,False,False
Wendell Oliveira,Darren Till,UFC Fight Night: Condit vs Alves,2015-05-30,5,2015,MALE,Goiania,Goias,Brazil,Fernando Yamasaki,Blue,,,,False,Welterweight,3,False,-5.08,9,-5.08,-130,31,31-35,Orthodox,110,22,21-25,Southpaw,0.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Ben Rothwell,Matt Mitrione,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Dan Miragliotta,Red,SUB,Guillotine Choke,1,False,Heavyweight,3,False,2.54,-3,-2.54,145,33,31-35,Orthodox,-165,36,36-40,Switch,0.8125,46.703125,25.828125,0.546875,0.140625,0.03125,51.59375,0.64111328125,21.8935546875,12.0517578125,0.0,0.0,0.001953125,8.658203125,False,False,True,False,True,False,False,False
Brian Ebersole,Omari Akhmedov,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Jordan Bass,Blue,KO/TKO,,1,False,Welterweight,3,False,0.0,7,0.0,115,34,31-35,Southpaw,-135,27,26-30,Orthodox,0.015625,92.734375,43.328125,6.9375,0.875,0.015625,183.359375,0.25,101.0,37.0,5.75,2.75,0.25,172.75,False,False,False,False,False,False,False,False
Chris Wade,Christos Giagos,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Robbie Scheureumann,Red,U-DEC,,3,False,Lightweight,3,False,0.0,2,-2.54,-170,27,26-30,Orthodox,150,25,21-25,Orthodox,0.0,33.0,23.5,5.0,2.5,0.5,292.0,0.0,23.5,11.0,0.5,0.5,0.5,80.5,True,False,False,False,False,False,False,False
Dustin Poirier,Yancy Medeiros,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,John McCarthy,Red,KO/TKO,Punches,1,False,Lightweight,3,False,-2.54,-1,-7.62,-250,26,26-30,Southpaw,230,27,26-30,Orthodox,1.25,52.6796875,26.07421875,0.49560546875,0.09912109375,0.2021484375,50.58935546875,0.5625,55.5,22.6875,0.0,0.0,1.0,27.0,False,False,False,False,False,False,False,False
Francisco Rivera,Alex Caceres,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Dan Miragliotta,Red,KO/TKO,Punch,1,False,Bantamweight,3,False,-5.08,7,-12.7,-135,33,31-35,Orthodox,125,26,26-30,Southpaw,0.234375,76.828125,27.34375,1.265625,0.875,0.296875,22.921875,0.125,85.375,32.6865234375,0.12890625,0.12890625,0.177734375,66.0166015625,False,False,True,False,False,False,False,False
Joe Proctor,Justin Edwards,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Myron Gaudet,Red,SUB,Guillotine Choke,3,False,Lightweight,3,False,0.0,-3,5.08,-210,29,26-30,Orthodox,175,32,31-35,Orthodox,0.3125,71.0,24.0625,0.0,0.0,0.375,16.375,0.0625,50.46875,18.09375,1.78125,0.28125,0.75,32.84375,False,False,False,False,False,False,False,False
Joe Soto,Anthony Birchak,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,John McCarthy,Blue,KO/TKO,Punch,1,False,Bantamweight,3,False,-5.08,-1,-10.16,-200,28,26-30,Orthodox,170,29,26-30,Orthodox,0.0,197.0,62.0,5.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,0.0,26.0,False,False,False,False,False,False,False,False
Jose Quinonez,Leonardo Morales,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Robbie Scheureumann,Red,SUB,Rear Naked Choke,1,False,Bantamweight,3,False,0.0,2,2.54,150,24,21-25,Orthodox,-170,22,21-25,Southpaw,0.0,111.0,38.0,4.0,3.0,2.0,208.0,0.0,72.0,33.0,1.0,0.0,0.0,137.0,False,False,False,False,False,False,False,False
Ricardo Abreu,Jake Collier,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Jordan Bass,Blue,S-DEC,,3,False,Middleweight,3,False,-10.16,5,-12.7,-175,31,31-35,Orthodox,155,26,26-30,Orthodox,2.0,101.0,33.0,0.0,0.0,1.0,75.0,0.0,35.0,15.0,3.0,2.0,1.0,184.0,True,False,False,False,False,False,False,False
Shawn Jordan,Derrick Lewis,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Gabe Barahona,Red,KO/TKO,Kick,2,False,Heavyweight,3,False,-7.62,0,-10.16,-115,30,26-30,Southpaw,-105,30,26-30,Orthodox,0.53125,37.984375,17.5859375,1.3203125,0.78125,0.0,89.65625,0.0,46.625,30.25,1.375,0.25,0.0,149.0,False,False,False,False,False,False,False,False
Thiago Tavares,Brian Ortega,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,Dan Miragliotta,Blue,KO/TKO,Punch,3,False,Featherweight,3,False,-2.54,6,-2.54,-145,30,26-30,Orthodox,125,24,21-25,Switch,0.0,30.290771484375,15.134765625,2.741943359375,1.5137939453125,0.763916015625,160.44976806640625,0.0,6.0,3.0,3.0,1.0,2.0,72.0,False,False,False,False,False,False,False,False
Tim Boetsch,Dan Henderson,UFC Fight Night: Boetsch vs Henderson,2015-06-06,6,2015,MALE,New Orleans,Louisiana,USA,John McCarthy,Blue,KO/TKO,Punch,1,False,Middleweight,5,False,2.54,-10,0.0,-185,34,31-35,Orthodox,160,44,41-45,Orthodox,1.01959228515625,47.973876953125,21.01336669921875,1.757415771484375,0.327911376953125,0.289794921875,45.32257080078125,0.1378173828125,23.259521484375,8.8577880859375,0.59375,0.032958984375,0.0086669921875,6.95751953125,False,False,True,False,False,False,False,False
Alejandro Perez,Patrick Williams,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Dan Miragliotta,Blue,SUB,Guillotine Choke,1,False,Bantamweight,3,False,-5.08,-8,-15.24,-160,25,21-25,Orthodox,150,33,31-35,Orthodox,0.0,130.0,38.0,2.0,1.0,1.0,26.0,0.0,35.0,14.0,3.0,2.0,0.0,36.0,True,False,False,False,False,False,False,False
Augusto Montano,Cathal Pendred,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Herb Dean,Blue,U-DEC,,3,False,Welterweight,3,False,0.0,3,-5.08,-110,30,26-30,Orthodox,-110,27,26-30,Orthodox,0.0,52.0,30.0,0.0,0.0,0.0,87.0,0.0,91.75,41.0,10.75,3.0,0.25,202.0,True,True,False,False,False,False,False,False
Cain Velasquez,Fabricio Werdum,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Herb Dean,Blue,SUB,Guillotine Choke,3,True,Heavyweight,5,False,-7.62,-5,0.0,-460,32,31-35,Orthodox,365,37,36-40,Orthodox,0.91552734375,141.11181640625,82.921875,11.29345703125,2.48779296875,0.50390625,648.72509765625,0.5625,81.02734375,50.01171875,3.328125,0.640625,0.125,105.33203125,False,False,True,True,True,True,True,False
Efrain Escudero,Drew Dober,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Herb Dean,Red,SUB,Guillotine Choke,1,False,Lightweight,3,False,2.54,3,0.0,120,29,26-30,Orthodox,-140,26,26-30,Southpaw,0.77734375,113.62890625,66.94140625,1.37109375,1.03125,0.390625,220.42578125,0.0,83.125,26.0,1.875,0.0,0.25,89.875,False,False,False,False,False,False,False,False
Francisco Trevino,Johnny Case,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,John McCarthy,Blue,U-DEC,,3,False,Lightweight,3,False,-2.54,8,-5.08,415,33,31-35,Orthodox,-525,25,21-25,Orthodox,0.0,116.0,47.0,7.0,2.0,0.0,163.0,0.5,92.0,36.0,3.0,2.0,0.5,218.5,True,True,False,False,False,False,False,False
Gabriel Benitez,Clay Collard,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Mario Yamasaki,Red,U-DEC,,3,False,Featherweight,3,False,-7.62,4,-5.08,215,26,26-30,Southpaw,-255,22,21-25,Orthodox,0.0,61.0,23.0,0.0,0.0,5.0,25.0,0.5,201.0,65.0,7.5,2.0,1.0,130.5,True,False,False,False,False,False,False,False
Gilbert Melendez,Eddie Alvarez,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,John McCarthy,Blue,S-DEC,,3,False,Lightweight,3,False,0.0,2,10.16,-170,33,31-35,Orthodox,150,31,31-35,Orthodox,0.0,149.25,48.25,4.5,1.0,0.0,151.75,0.0,138.0,48.0,5.0,0.0,0.0,37.0,False,False,True,False,True,False,False,False
Henry Cejudo,Chico Camus,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Mario Yamasaki,Red,U-DEC,,3,False,Flyweight,3,False,-5.08,-2,-5.08,-1275,28,26-30,Orthodox,825,30,26-30,Orthodox,0.5,119.0,61.0,4.5,3.0,0.5,294.5,0.0,100.625,46.71875,1.59375,0.84375,0.21875,113.0625,True,False,True,False,True,False,False,False
Kelvin Gastelum,Nate Marquardt,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Dan Miragliotta,Red,KO/TKO,,2,False,Middleweight,3,False,-7.62,-13,-7.62,-500,23,21-25,Southpaw,400,36,36-40,Orthodox,0.03125,113.84375,33.46875,0.875,0.4375,0.28125,78.40625,0.253662109375,45.341033935546875,22.595848083496097,4.168251037597656,0.6442489624023438,0.29803466796875,109.15606689453124,False,False,False,False,False,False,False,False
Tecia Torres,Angela Hill,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,FEMALE,Mexico City,Distrito Federal,Mexico,John McCarthy,Red,U-DEC,,3,False,Women's Strawweight,3,False,-5.08,-5,-10.16,-235,25,21-25,Orthodox,195,30,26-30,Orthodox,1.0,196.0,96.0,1.0,1.0,0.0,38.0,1.0,159.0,107.0,1.0,0.0,0.0,261.0,True,True,True,False,True,False,False,False
Yair Rodriguez,Charles Rosa,UFC 188: Velasquez vs Werdum,2015-06-13,6,2015,MALE,Mexico City,Distrito Federal,Mexico,Mario Yamasaki,Red,S-DEC,,3,False,Featherweight,3,False,5.08,-6,5.08,155,22,21-25,Orthodox,-175,28,26-30,Switch,0.0,83.0,34.0,6.0,2.0,5.0,236.0,0.0,96.5,29.5,6.0,3.5,2.5,195.5,True,False,False,False,False,False,False,False
Alan Omer,Arnold Allen,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Wolf Menninger,Blue,SUB,Guillotine Choke,3,False,Featherweight,3,False,5.08,5,2.54,-165,26,26-30,Orthodox,145,21,21-25,Southpaw,0.0,101.0,58.0,3.0,1.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Dennis Siver,Tatsuya Kawajiri,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Leon Roberts,Blue,U-DEC,,3,False,Featherweight,3,False,-2.54,-1,2.54,-150,36,36-40,Orthodox,130,37,36-40,Orthodox,0.0051612854003906,111.76938247680664,38.13011932373047,2.9907798767089844,1.1294059753417969,0.2510986328125,205.3486442565918,0.0,43.5,25.5,8.5,2.0,1.0,207.0,False,False,True,False,True,False,False,False
Joanna Jedrzejczyk,Jessica Penne,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,FEMALE,Berlin,Berlin,Germany,Marc Goddard,Red,KO/TKO,Punches,3,True,Women's Strawweight,5,False,2.54,-5,-5.08,-900,27,26-30,Orthodox,600,32,31-35,Orthodox,0.25,125.75,47.5,0.0,0.0,0.0,33.0,0.0,98.0,39.0,8.0,4.0,0.0,401.0,True,True,True,False,True,False,True,False
Mairbek Taisumov,Alan Patrick,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Kevin Sataki,Red,KO/TKO,Kick,2,False,Lightweight,3,False,-5.08,-5,-2.54,-160,26,26-30,Orthodox,140,31,31-35,Southpaw,0.25,54.25,28.125,1.875,1.625,0.0,70.375,0.5,84.5,28.0,6.5,1.5,0.0,76.5,False,True,False,False,False,False,False,False
Makwan Amirkhani,Masio Fullen,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Leon Roberts,Red,SUB,Rear Naked Choke,1,False,Featherweight,3,False,0.0,-2,5.08,-260,26,26-30,Southpaw,240,28,26-30,Orthodox,1.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0,134.0,41.0,2.0,1.0,0.0,98.0,True,True,False,False,False,False,False,False
Nick Hein,Lukasz Sajewski,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Kevin Sataki,Red,U-DEC,,3,False,Lightweight,3,False,-5.08,7,-12.7,-150,31,31-35,Southpaw,130,24,21-25,Orthodox,1.0,95.0,37.5,3.5,1.0,0.0,157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Niklas Backstrom,Noad Lahat,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Marc Goddard,Blue,M-DEC,,3,False,Featherweight,3,False,10.16,-6,12.7,-190,25,21-25,Orthodox,165,31,31-35,Orthodox,0.0,12.0,6.0,0.0,0.0,1.0,19.5,0.0,56.5,18.5,9.5,2.0,1.0,101.5,False,False,False,False,False,False,False,False
Peter Sobotta,Steve Kennedy,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Wolf Menninger,Red,SUB,Rear Naked Choke,1,False,Welterweight,3,False,2.54,-4,10.16,-370,28,26-30,Southpaw,310,32,31-35,Orthodox,0.0,94.0,36.125,5.375,1.875,0.25,366.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Piotr Hallmann,Magomed Mustafaev,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Kevin Sataki,Blue,KO/TKO,,2,False,Lightweight,3,False,2.54,1,0.0,100,27,26-30,Orthodox,-120,26,26-30,Orthodox,0.0,117.625,53.5,4.125,1.625,0.375,152.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Scott Askham,Antonio Dos Santos,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Leon Roberts,Red,KO/TKO,Punch,1,False,Middleweight,3,False,12.7,1,7.62,-235,27,26-30,Southpaw,195,26,26-30,Orthodox,1.0,51.0,42.0,1.0,0.0,0.0,151.0,1.0,73.0,37.0,0.0,0.0,0.0,77.0,False,False,False,False,False,False,False,False
Taylor Lapilus,Ulka Sasaki,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,6,2015,MALE,Berlin,Berlin,Germany,Wolf Menninger,Red,,,,False,Bantamweight,3,False,-10.16,-2,5.08,240,23,21-25,Southpaw,-280,25,21-25,Southpaw,0.0,143.0,80.0,3.0,2.0,1.0,121.0,0.0,13.5,6.5,1.5,0.5,1.0,33.5,True,False,False,False,False,False,False,False
Alex Oliveira,Joe Merritt,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,Herb Dean,Red,U-DEC,,3,False,Welterweight,3,False,-2.54,-4,7.62,-425,27,26-30,Orthodox,340,31,31-35,Orthodox,0.0,44.5,16.0,2.5,1.5,0.5,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Antonio Carlos Junior,Eddie Gordon,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,Jorge Alonso,Red,SUB,Rear Naked Choke,3,False,Middleweight,3,False,5.08,-6,7.62,-170,25,21-25,Orthodox,150,31,31-35,Orthodox,0.0,49.5,15.5,4.0,3.0,1.0,274.0,0.25,84.25,26.0,2.0,2.0,0.0,227.25,False,False,False,False,False,False,False,False
Danny Martinez,Sirwan Kakai,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,John McCarthy,Blue,U-DEC,,3,False,Bantamweight,3,False,2.54,5,2.54,-115,30,26-30,Orthodox,-105,25,21-25,Orthodox,0.5,126.5,40.0,8.0,2.5,0.0,261.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Hacran Dias,Levan Makashvili,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,John McCarthy,Red,S-DEC,,3,False,Featherweight,3,False,0.0,5,2.54,-145,31,31-35,Orthodox,125,26,26-30,Orthodox,0.0,60.75,30.125,5.875,3.75,0.125,385.125,0.0,57.0,27.0,13.0,7.0,0.0,348.0,False,True,True,False,False,False,False,False
Leandro Silva,Lewis Gonzalez,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,Jorge Alonso,Red,U-DEC,,3,False,Welterweight,3,False,-2.54,2,-2.54,-190,29,26-30,Orthodox,165,27,26-30,Orthodox,0.0,41.875,23.0,4.0,1.75,0.875,124.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Lyoto Machida,Yoel Romero,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,John McCarthy,Blue,KO/TKO,Elbows,3,False,Middleweight,5,False,2.54,-1,2.54,-165,37,36-40,Southpaw,145,38,36-40,Southpaw,0.2864036560058594,43.91300582885742,19.437456130981445,0.1369667053222656,0.071380615234375,0.0005321502685546,58.34407043457031,1.125,71.0,38.625,5.625,3.25,0.0,174.125,False,True,True,False,True,False,False,False
Santiago Ponzinibbio,Lorenz Larkin,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,Herb Dean,Blue,KO/TKO,Punches,2,False,Welterweight,3,False,2.54,0,2.54,150,28,26-30,Orthodox,-170,28,26-30,Orthodox,0.5,107.75,33.75,1.5,0.5,0.0,22.0,0.5,52.15625,26.375,0.0,0.0,0.0,10.34375,False,False,False,False,False,False,False,False
Steve Montgomery,Tony Sims,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,James Warring,Blue,KO/TKO,Punch,1,False,Welterweight,3,False,12.7,-5,12.7,100,24,21-25,Southpaw,-120,29,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Thiago Santos,Steve Bosse,UFC Fight Night: Machida vs Romero,2015-06-27,6,2015,MALE,Hollywood,Florida,USA,James Warring,Red,KO/TKO,Kick,1,False,Middleweight,3,False,7.62,-2,10.16,-175,31,31-35,Orthodox,155,33,31-35,Orthodox,0.625,53.375,21.875,0.625,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Brad Pickett,Thomas Almeida,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,John McCarthy,Blue,KO/TKO,Flying Knee,2,False,Bantamweight,3,False,-2.54,13,-5.08,500,36,36-40,Orthodox,-700,23,21-25,Southpaw,0.01171875,136.32421875,42.6484375,8.30859375,1.703125,0.12890625,187.23828125,0.0,146.0,75.5,0.0,0.0,0.0,1.5,False,True,False,False,True,False,False,False
Cathal Pendred,John Howard,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,John McCarthy,Blue,S-DEC,,3,False,Welterweight,3,False,15.24,-5,10.16,-135,27,26-30,Orthodox,115,32,31-35,Orthodox,0.0,66.375,29.0,13.875,3.5,0.125,292.0,0.1259765625,39.8173828125,24.556640625,2.578125,0.962890625,0.03662109375,126.337890625,True,False,False,False,False,False,False,False
Chad Mendes,Conor McGregor,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,KO/TKO,Punch,2,True,Featherweight,5,False,-7.62,4,-20.32,165,30,26-30,Orthodox,-190,26,26-30,Southpaw,1.1171875,78.548828125,39.791015625,3.619140625,1.330078125,0.1875,105.462890625,0.9375,84.625,41.125,0.4375,0.375,0.0,56.0625,False,True,True,False,True,False,False,False
Cody Garbrandt,Henry Briones,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Red,U-DEC,,3,False,Bantamweight,3,False,0.0,-10,-10.16,-1000,24,21-25,Orthodox,650,34,31-35,Orthodox,2.0,134.0,49.0,3.0,1.0,0.0,29.0,1.0,63.0,32.0,0.0,0.0,1.0,33.0,True,True,False,False,False,False,False,False
Dennis Bermudez,Jeremy Stephens,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Marc Goddard,Blue,KO/TKO,Flying Knee,3,False,Featherweight,3,False,-5.08,-1,-12.7,-245,28,26-30,Orthodox,205,29,26-30,Orthodox,0.39453125,76.89453125,29.8984375,5.2265625,1.79296875,0.67578125,166.90234375,0.0644721984863281,115.82691383361816,47.65420722961426,2.5296096801757812,0.8367233276367188,0.0390853881835937,265.3591594696045,False,False,True,False,True,False,False,False
Gunnar Nelson,Brandon Thatch,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,SUB,Rear Naked Choke,1,False,Welterweight,3,False,-7.62,-3,-5.08,150,26,26-30,Switch,-170,29,26-30,Switch,0.0,67.625,34.9375,2.6875,1.0625,0.5,76.125,0.75,85.0,29.25,1.75,1.25,0.0,20.0,False,False,True,False,False,False,False,False
Matt Brown,Tim Means,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Marc Goddard,Red,SUB,Guillotine Choke,1,False,Welterweight,3,False,-5.08,3,0.0,-150,34,31-35,Orthodox,130,31,31-35,Orthodox,0.08026123046875,111.32440948486328,49.702110290527344,2.7554168701171875,1.1649284362792969,0.5683631896972656,61.16596221923828,1.0078125,102.5078125,42.73046875,1.6328125,1.28125,0.53125,140.6484375,False,False,True,False,False,False,False,False
Mike Swick,Alex Garcia,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,U-DEC,,3,False,Welterweight,3,False,10.16,9,12.7,375,36,36-40,Orthodox,-470,27,26-30,Orthodox,0.047119140625,41.0833740234375,13.47607421875,1.6162109375,0.4248046875,0.102294921875,122.5240478515625,0.5,57.0,20.0,6.25,3.5,0.0,254.25,False,False,False,False,False,False,False,False
Neil Seery,Louis Smolka,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Marc Goddard,Blue,U-DEC,,3,False,Flyweight,3,False,-12.7,12,-10.16,115,35,31-35,Orthodox,-135,23,21-25,Orthodox,0.25,141.5,54.75,2.25,1.0,2.0,59.5,0.5,157.0,67.0,3.75,0.75,0.25,172.0,False,False,False,False,False,False,False,False
Robbie Lawler,Rory MacDonald,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,John McCarthy,Red,KO/TKO,Punch,5,True,Welterweight,5,False,-2.54,8,-5.08,145,33,31-35,Southpaw,-165,25,21-25,Orthodox,0.17333984375,194.875732421875,97.849853515625,0.6505126953125,0.5242919921875,0.0,105.1844482421875,0.5,134.1357421875,51.2666015625,2.4990234375,1.0498046875,0.072265625,75.46875,False,False,True,True,True,False,True,False
Yosdenis Cedeno,Cody Pfister,UFC 189: Mendes vs McGregor,2015-07-11,7,2015,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,U-DEC,,3,False,Lightweight,3,False,-5.08,6,-10.16,-250,30,26-30,Orthodox,210,24,21-25,Orthodox,0.25,73.0,18.25,0.75,0.0,0.0,81.5,0.0,32.0,12.0,8.0,0.0,0.0,143.0,False,False,False,False,False,False,False,False
Angela Magana,Michelle Waterson,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,FEMALE,Las Vegas,Nevada,USA,Herb Dean,Blue,SUB,Rear Naked Choke,3,False,Women's Strawweight,3,False,-5.08,2,7.62,650,31,31-35,Orthodox,-1000,29,26-30,Orthodox,0.0,145.0,37.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Dan Miller,Trevor Smith,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,U-DEC,,3,False,Middleweight,3,False,-5.08,0,-2.54,-105,34,31-35,Orthodox,-115,34,31-35,Orthodox,0.375,60.7158203125,27.05029296875,2.08154296875,0.7919921875,1.4443359375,71.41064453125,0.0,32.875,20.875,2.0625,0.625,0.625,126.0,False,False,False,False,False,False,False,False
