r_fighter,b_fighter,date,location,winner,titlebout,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_currentlosestreak,b_currentwinstreak,b_draws,b_longestwinstreak,b_wins,b_losses,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_totalroundsfought,b_totaltitlebouts,b_avgsigstrlanded,b_avgsigstrpct,b_avgsubatt,b_avgtdlanded,b_avgtdpct,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_currentlosestreak,r_currentwinstreak,r_draws,r_longestwinstreak,r_wins,r_losses,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_totalroundsfought,r_totaltitlebouts,r_avgsigstrlanded,r_avgsigstrpct,r_avgsubatt,r_avgtdlanded,r_avgtdpct
Michael Bisping,Dan Miller,2010-05-29,"Las Vegas, Nevada, USA",Red,False,Middleweight,28.0,Orthodox,185.42,187.96,185.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,11.0,0.0,12.4,0.32,1.2,1.2,0.17,31.0,Orthodox,185.42,190.5,185.0,1.0,0.0,0.0,4.0,8.0,3.0,6.0,0.0,0.0,23.0,1.0,36.36,0.42,0.45,1.64,0.52
Rampage Jackson,Rashad Evans,2010-05-29,"Las Vegas, Nevada, USA",Blue,False,Light Heavyweight,30.0,Orthodox,182.88,190.5,205.0,0.0,1.0,0.0,5.0,9.0,2.0,4.0,0.0,0.0,29.0,3.0,22.36,0.36,0.0,3.73,0.41,31.0,Orthodox,185.42,185.42,205.0,0.0,2.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,17.0,3.0,40.33,0.55,0.0,0.67,0.22
Todd Duffee,Mike Russow,2010-05-29,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,33.0,Orthodox,185.42,185.42,255.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,0.58,2.0,8.0,0.72,24.0,Orthodox,190.5,200.66,260.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.8,0.0,0.0,0.0
Ben Rothwell,Gilbert Yvel,2010-06-12,"Vancouver, British Columbia, Canada",Red,False,Heavyweight,33.0,Orthodox,187.96,195.58,225.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.16,0.0,0.0,0.0,28.0,Orthodox,193.04,198.12,265.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.14,0.0,0.0,0.0
Carlos Condit,Rory MacDonald,2010-06-12,"Vancouver, British Columbia, Canada",Red,False,Welterweight,20.0,Orthodox,182.88,193.04,170.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.42,2.0,2.0,0.66,26.0,Orthodox,187.96,190.5,170.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,31.0,0.39,2.0,2.0,0.62
Chuck Liddell,Rich Franklin,2010-06-12,"Vancouver, British Columbia, Canada",Blue,False,Light Heavyweight,35.0,Southpaw,185.42,190.5,185.0,1.0,0.0,0.0,7.0,12.0,4.0,7.0,1.0,1.0,36.0,5.0,41.56,0.47,0.12,0.75,0.26,40.0,Orthodox,187.96,193.04,205.0,2.0,0.0,0.0,7.0,16.0,6.0,9.0,0.0,1.0,44.0,7.0,27.0,0.4,0.0,0.27,0.18
David Loiseau,Mario Miranda,2010-06-12,"Vancouver, British Columbia, Canada",Blue,False,Middleweight,30.0,Orthodox,190.5,187.96,185.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.4,0.0,0.0,0.0,30.0,Orthodox,182.88,193.04,185.0,3.0,0.0,0.0,3.0,4.0,4.0,2.0,0.0,2.0,20.0,1.0,20.5,0.48,0.12,0.38,0.31
James Wilks,Peter Sobotta,2010-06-12,"Vancouver, British Columbia, Canada",Red,False,Welterweight,23.0,Southpaw,182.88,190.5,170.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,18.0,0.46,0.0,2.0,0.28,32.0,Orthodox,185.42,190.5,170.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,18.0,0.46,5.5,1.5,0.55
Mac Danzig,Matt Wiman,2010-06-12,"Vancouver, British Columbia, Canada",Blue,False,Lightweight,26.0,Orthodox,177.8,172.72,155.0,0.0,1.0,0.0,4.0,5.0,3.0,2.0,1.0,0.0,18.0,0.0,29.38,0.51,1.25,2.0,0.52,30.0,Orthodox,172.72,177.8,155.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,15.0,1.0,34.5,0.48,0.67,1.0,0.39
Mike Pyle,Jesse Lennox,2010-06-12,"Vancouver, British Columbia, Canada",Red,False,Welterweight,28.0,Orthodox,175.26,182.88,170.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,29.5,0.24,0.5,1.0,0.5,34.0,Orthodox,182.88,187.96,170.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,6.0,0.0,6.0,0.39,1.0,0.67,0.11
Mirko Filipovic,Pat Barry,2010-06-12,"Vancouver, British Columbia, Canada",Red,False,Heavyweight,30.0,Orthodox,180.34,187.96,235.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,12.67,0.39,0.0,0.0,0.0,35.0,Southpaw,187.96,185.42,230.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,11.0,0.0,17.17,0.44,0.17,0.33,0.33
Paulo Thiago,Martin Kampmann,2010-06-12,"Vancouver, British Columbia, Canada",Blue,False,Welterweight,28.0,Orthodox,182.88,182.88,170.0,0.0,1.0,0.0,4.0,7.0,2.0,1.0,4.0,0.0,14.0,0.0,25.0,0.45,1.44,0.89,0.44,29.0,Orthodox,180.34,185.42,170.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,9.0,0.0,13.75,0.38,1.5,0.5,0.12
Ricardo Funch,Claude Patrick,2010-06-12,"Vancouver, British Columbia, Canada",Blue,False,Welterweight,29.0,Orthodox,180.34,190.5,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,Southpaw,177.8,193.04,170.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,16.0,0.61,0.0,1.0,0.16
Tyson Griffin,Evan Dunham,2010-06-12,"Vancouver, British Columbia, Canada",Blue,False,Lightweight,28.0,Southpaw,177.8,177.8,155.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,7.0,0.0,31.0,0.37,0.67,1.33,0.58,26.0,Orthodox,167.64,172.72,145.0,0.0,2.0,0.0,4.0,7.0,2.0,1.0,1.0,0.0,24.0,0.0,53.22,0.38,0.89,1.33,0.45
Brad Tavares,Seth Baczynski,2010-06-19,"Las Vegas, Nevada, USA",Red,False,Middleweight,28.0,Orthodox,190.5,187.96,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,Orthodox,185.42,187.96,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Chris Camozzi,James Hammortree,2010-06-19,"Las Vegas, Nevada, USA",Red,False,Middleweight,26.0,Orthodox,190.5,191.77,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.0,Orthodox,187.96,193.04,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Chris Leben,Aaron Simpson,2010-06-19,"Las Vegas, Nevada, USA",Red,False,Middleweight,35.0,Orthodox,182.88,185.42,170.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,25.67,0.47,0.0,2.0,0.78,29.0,Southpaw,180.34,187.96,185.0,0.0,1.0,0.0,5.0,9.0,5.0,5.0,1.0,0.0,30.0,0.0,26.79,0.45,0.29,1.07,0.47
Court McGee,Kris McCray,2010-06-19,"Las Vegas, Nevada, USA",Red,True,Middleweight,28.0,Orthodox,182.88,193.04,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25.0,Orthodox,180.34,190.5,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
James McSweeney,Travis Browne,2010-06-19,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,27.0,Orthodox,198.12,200.66,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,Switch,193.04,195.58,230.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,58.0,0.61,2.0,1.0,0.5
Jamie Yager,Rich Attonito,2010-06-19,"Las Vegas, Nevada, USA",Blue,False,Middleweight,33.0,Orthodox,177.8,182.88,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26.0,Orthodox,185.42,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
John Gunderson,Mark Holst,2010-06-19,"Las Vegas, Nevada, USA",Red,False,Lightweight,24.0,Orthodox,182.88,190.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,Orthodox,175.26,175.26,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.03,4.0,1.0,1.0
Josh Bryant,Kyle Noke,2010-06-19,"Las Vegas, Nevada, USA",Blue,False,Middleweight,30.0,Southpaw,185.42,193.04,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Orthodox,177.8,185.42,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Keith Jardine,Matt Hamill,2010-06-19,"Las Vegas, Nevada, USA",Blue,False,Light Heavyweight,33.0,Orthodox,185.42,193.04,205.0,0.0,3.0,0.0,3.0,7.0,2.0,5.0,0.0,0.0,17.0,0.0,27.11,0.43,0.0,1.89,0.48,34.0,Orthodox,187.96,193.04,185.0,3.0,0.0,0.0,2.0,6.0,6.0,2.0,0.0,0.0,27.0,0.0,39.42,0.38,0.0,0.25,0.12
Spencer Fisher,Dennis Siver,2010-06-19,"Las Vegas, Nevada, USA",Blue,False,Lightweight,31.0,Orthodox,167.64,177.8,145.0,1.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,0.0,16.0,0.0,22.38,0.31,0.25,0.5,0.24,34.0,Southpaw,170.18,177.8,155.0,1.0,0.0,0.0,3.0,8.0,4.0,2.0,2.0,1.0,28.0,0.0,34.25,0.47,0.67,0.58,0.14
Brendan Schaub,Chris Tuchscherer,2010-07-03,"Las Vegas, Nevada, USA",Red,False,Heavyweight,34.0,Orthodox,187.96,193.04,258.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,12.0,0.18,0.5,0.5,0.07,27.0,Orthodox,193.04,198.12,245.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,18.5,0.47,0.0,0.0,0.0
Brock Lesnar,Shane Carwin,2010-07-03,"Las Vegas, Nevada, USA",Red,True,Heavyweight,35.0,Orthodox,187.96,203.2,265.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,17.75,0.52,0.0,0.25,0.12,32.0,Orthodox,190.5,205.74,265.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,8.0,2.0,34.75,0.79,0.25,2.25,0.83
Chris Leben,Yoshihiro Akiyama,2010-07-03,"Las Vegas, Nevada, USA",Red,False,Middleweight,34.0,Orthodox,177.8,185.42,170.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,55.0,0.35,0.0,3.0,0.75,29.0,Southpaw,180.34,187.96,185.0,0.0,2.0,0.0,5.0,10.0,5.0,6.0,1.0,0.0,32.0,0.0,27.8,0.45,0.27,1.0,0.44
Chris Lytle,Matt Brown,2010-07-03,"Las Vegas, Nevada, USA",Red,False,Welterweight,29.0,Orthodox,182.88,190.5,170.0,1.0,0.0,0.0,3.0,4.0,2.0,3.0,1.0,0.0,13.0,0.0,28.33,0.62,1.5,0.33,0.25,35.0,Orthodox,180.34,172.72,170.0,0.0,2.0,0.0,2.0,7.0,9.0,1.0,4.0,0.0,37.0,1.0,30.94,0.44,1.31,0.56,0.33
Forrest Petz,Daniel Roberts,2010-07-03,"Las Vegas, Nevada, USA",Blue,False,Welterweight,29.0,Southpaw,177.8,187.96,170.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.41,1.0,1.0,1.0,34.0,Orthodox,175.26,180.34,170.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,13.0,0.0,32.4,0.32,0.0,1.2,0.2
George Sotiropoulos,Kurt Pellegrino,2010-07-03,"Las Vegas, Nevada, USA",Red,False,Lightweight,31.0,Orthodox,172.72,177.8,155.0,0.0,4.0,0.0,4.0,7.0,3.0,1.0,4.0,0.0,22.0,0.0,21.8,0.48,0.7,2.0,0.64,32.0,Orthodox,177.8,180.34,155.0,0.0,5.0,0.0,5.0,5.0,0.0,1.0,3.0,0.0,10.0,0.0,18.0,0.43,2.0,2.2,0.6
Gerald Harris,David Branch,2010-07-03,"Las Vegas, Nevada, USA",Red,False,Middleweight,28.0,Orthodox,185.42,198.12,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Southpaw,180.34,195.58,185.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,19.0,0.35,0.0,0.5,0.25
Jon Madsen,Karlos Vemola,2010-07-03,"Las Vegas, Nevada, USA",Red,False,Heavyweight,24.0,Orthodox,182.88,190.5,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Orthodox,182.88,182.88,240.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,29.0,0.29,0.0,0.5,0.5
Kendall Grove,Goran Reljic,2010-07-03,"Las Vegas, Nevada, USA",Red,False,Middleweight,26.0,Southpaw,190.5,205.74,205.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,26.5,0.46,1.5,0.5,0.5,27.0,Orthodox,198.12,200.66,185.0,1.0,0.0,0.0,3.0,6.0,4.0,2.0,2.0,0.0,18.0,1.0,19.7,0.42,1.6,0.3,0.3
Krzysztof Soszynski,Stephan Bonnar,2010-07-03,"Las Vegas, Nevada, USA",Blue,False,Light Heavyweight,33.0,Orthodox,193.04,198.12,205.0,3.0,0.0,0.0,3.0,5.0,6.0,1.0,2.0,0.0,28.0,1.0,29.0,0.4,1.0,0.73,0.15,32.0,Open Stance,185.42,195.58,205.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,1.0,10.0,0.0,25.8,0.34,0.6,0.6,0.24
Seth Petruzelli,Ricardo Romero,2010-07-03,"Las Vegas, Nevada, USA",Blue,False,Light Heavyweight,32.0,Orthodox,182.88,193.04,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Orthodox,182.88,193.04,205.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,16.5,0.34,0.5,0.5,0.5
Brian Stann,Mike Massenzio,2010-08-01,"San Diego, California, USA",Red,False,Middleweight,27.0,Southpaw,187.96,185.42,185.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.25,1.5,0.5,0.5,29.0,Orthodox,185.42,187.96,205.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,23.25,0.35,0.0,0.0,0.0
DaMarques Johnson,Matthew Riddle,2010-08-01,"San Diego, California, USA",Blue,False,Welterweight,24.0,Southpaw,185.42,187.96,170.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,15.0,0.0,46.0,0.62,0.8,3.8,0.53,28.0,Orthodox,185.42,190.5,170.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,19.0,0.4,0.67,0.0,0.0
Darren Elkins,Charles Oliveira,2010-08-01,"San Diego, California, USA",Blue,False,Lightweight,20.0,Orthodox,177.8,187.96,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26.0,Orthodox,177.8,180.34,145.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
James Irvin,Igor Pokrajac,2010-08-01,"San Diego, California, USA",Blue,False,Light Heavyweight,31.0,Orthodox,182.88,193.04,205.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,21.0,0.36,0.0,1.5,0.5,31.0,Orthodox,187.96,190.5,205.0,2.0,0.0,0.0,2.0,4.0,5.0,3.0,0.0,0.0,11.0,0.0,5.33,0.53,0.11,0.0,0.0
John Howard,Jake Ellenberger,2010-08-01,"San Diego, California, USA",Blue,False,Welterweight,25.0,Orthodox,175.26,180.34,170.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,21.5,0.42,1.5,2.5,0.88,27.0,Orthodox,170.18,180.34,170.0,0.0,4.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,15.0,0.6,0.75,3.75,0.84
Jon Jones,Vladimir Matyushenko,2010-08-01,"San Diego, California, USA",Red,False,Light Heavyweight,39.0,Orthodox,182.88,187.96,205.0,0.0,2.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,19.0,1.0,23.0,0.48,0.14,2.43,0.51,23.0,Orthodox,193.04,213.36,205.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,10.0,0.0,33.4,0.51,0.2,2.4,0.55
Mark Munoz,Yushin Okami,2010-08-01,"San Diego, California, USA",Blue,False,Middleweight,29.0,Southpaw,187.96,190.5,170.0,0.0,1.0,0.0,4.0,8.0,2.0,3.0,0.0,1.0,28.0,0.0,31.2,0.42,0.8,1.7,0.4,32.0,Orthodox,182.88,182.88,185.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,7.0,0.0,27.0,0.46,0.5,1.0,0.32
Paul Kelly,Jacob Volkmann,2010-08-01,"San Diego, California, USA",Blue,False,Lightweight,29.0,Southpaw,175.26,180.34,155.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,17.67,0.4,0.33,2.0,0.36,25.0,Orthodox,175.26,177.8,155.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,15.0,0.0,39.17,0.36,1.0,1.33,0.61
Rob Kimmons,Steve Steinbeiss,2010-08-01,"San Diego, California, USA",Red,False,Middleweight,29.0,Orthodox,190.5,190.5,185.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.36,0.0,0.0,0.0,29.0,Orthodox,177.8,185.42,185.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,6.0,0.0,9.75,0.39,1.5,0.5,0.33
Tyson Griffin,Takanori Gomi,2010-08-01,"San Diego, California, USA",Blue,False,Lightweight,31.0,Southpaw,170.18,177.8,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,20.0,0.17,0.0,0.0,0.0,26.0,Orthodox,167.64,172.72,145.0,1.0,0.0,0.0,4.0,7.0,3.0,1.0,1.0,0.0,27.0,0.0,50.5,0.38,0.9,1.2,0.41
Anderson Silva,Chael Sonnen,2010-08-07,"Oakland, California, USA",Red,True,Middleweight,33.0,Southpaw,185.42,187.96,205.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,17.0,0.0,31.0,0.45,0.0,3.29,0.51,35.0,Southpaw,187.96,195.58,185.0,0.0,11.0,0.0,11.0,11.0,0.0,7.0,2.0,0.0,24.0,7.0,33.0,0.75,0.27,0.18,0.18
Ben Saunders,Dennis Hallman,2010-08-07,"Oakland, California, USA",Blue,False,Welterweight,34.0,Orthodox,175.26,182.88,155.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,13.0,1.0,7.2,0.24,2.0,1.0,0.16,27.0,Orthodox,187.96,195.58,170.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,0.0,12.0,0.0,26.17,0.65,1.0,0.17,0.17
Clay Guida,Rafael Dos Anjos,2010-08-07,"Oakland, California, USA",Red,False,Lightweight,25.0,Southpaw,172.72,177.8,170.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,14.0,0.0,30.8,0.38,1.6,2.6,0.42,28.0,Orthodox,170.18,177.8,155.0,0.0,1.0,0.0,3.0,6.0,5.0,1.0,2.0,0.0,28.0,0.0,31.36,0.4,0.64,3.27,0.44
Dustin Hazelett,Rick Story,2010-08-07,"Oakland, California, USA",Blue,False,Welterweight,25.0,Southpaw,175.26,180.34,170.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,11.0,0.0,29.25,0.33,2.0,3.0,0.68,24.0,Orthodox,185.42,193.04,170.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,4.0,0.0,12.0,0.0,14.38,0.41,1.62,0.25,0.25
Johny Hendricks,Charlie Brenneman,2010-08-07,"Oakland, California, USA",Red,False,Welterweight,29.0,Orthodox,177.8,182.88,155.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,0.62,0.0,6.0,0.6,26.0,Southpaw,175.26,175.26,185.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,36.33,0.57,1.33,5.0,0.5
Jon Fitch,Thiago Alves,2010-08-07,"Oakland, California, USA",Red,False,Welterweight,26.0,Orthodox,175.26,177.8,170.0,1.0,0.0,0.0,7.0,9.0,3.0,6.0,0.0,1.0,27.0,1.0,29.33,0.5,0.33,0.5,0.33,32.0,Orthodox,182.88,193.04,170.0,0.0,4.0,0.0,8.0,12.0,1.0,1.0,3.0,0.0,37.0,1.0,35.85,0.52,0.85,3.0,0.54
Matt Hughes,Ricardo Almeida,2010-08-07,"Oakland, California, USA",Red,False,Welterweight,33.0,Orthodox,182.88,187.96,170.0,0.0,3.0,0.0,3.0,5.0,3.0,0.0,3.0,0.0,18.0,0.0,18.62,0.58,1.38,3.12,0.49,36.0,Switch,175.26,185.42,170.0,0.0,2.0,0.0,6.0,17.0,5.0,6.0,4.0,2.0,48.0,12.0,23.27,0.55,0.68,2.14,0.55
Rodney Wallace,Phil Davis,2010-08-07,"Oakland, California, USA",Blue,False,Light Heavyweight,25.0,Orthodox,187.96,200.66,205.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,31.0,0.62,1.0,2.0,0.48,28.0,Switch,175.26,182.88,205.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,24.5,0.46,1.5,9.0,0.65
Roy Nelson,Junior Dos Santos,2010-08-07,"Oakland, California, USA",Blue,False,Heavyweight,26.0,Orthodox,193.04,195.58,238.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0,0.0,24.6,0.54,0.0,0.0,0.0,34.0,Orthodox,182.88,182.88,263.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,8.5,0.41,0.0,0.5,0.25
Stefan Struve,Christian Morecraft,2010-08-07,"Oakland, California, USA",Red,False,Heavyweight,23.0,Orthodox,198.12,205.74,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,Orthodox,210.82,213.36,265.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,8.0,0.0,14.4,0.45,2.4,0.4,0.4
Todd Brown,Tim Boetsch,2010-08-07,"Oakland, California, USA",Blue,False,Light Heavyweight,29.0,Orthodox,182.88,187.96,185.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,7.0,0.0,25.5,0.48,0.0,0.25,0.12,33.0,Orthodox,180.34,188.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Andre Winner,Nik Lentz,2010-08-28,"Boston, Massachusetts, USA",Blue,False,Lightweight,26.0,Orthodox,172.72,172.72,155.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,61.33,0.43,2.0,4.0,0.46,28.0,Orthodox,180.34,185.42,155.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,40.33,0.44,0.0,0.0,0.0
Dan Miller,John Salter,2010-08-28,"Boston, Massachusetts, USA",Red,False,Middleweight,25.0,Southpaw,185.42,187.96,185.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,5.0,0.26,0.0,1.0,0.29,29.0,Orthodox,185.42,187.96,185.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,14.0,0.0,18.67,0.3,1.0,1.17,0.18
Demian Maia,Mario Miranda,2010-08-28,"Boston, Massachusetts, USA",Red,False,Middleweight,31.0,Orthodox,190.5,187.96,185.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,29.0,0.53,0.0,1.5,0.5,32.0,Southpaw,185.42,182.88,170.0,1.0,0.0,0.0,5.0,6.0,2.0,0.0,5.0,0.0,17.0,1.0,12.0,0.45,1.12,1.38,0.37
Frankie Edgar,BJ Penn,2010-08-28,"Boston, Massachusetts, USA",Red,True,Lightweight,31.0,Orthodox,175.26,177.8,155.0,1.0,0.0,0.0,3.0,11.0,6.0,5.0,4.0,1.0,50.0,10.0,40.65,0.6,0.65,1.24,0.39,28.0,Orthodox,167.64,172.72,145.0,0.0,4.0,0.0,4.0,7.0,1.0,1.0,1.0,0.0,23.0,1.0,47.88,0.46,0.25,3.62,0.31
Joe Lauzon,Gabe Ruediger,2010-08-28,"Boston, Massachusetts, USA",Red,False,Lightweight,32.0,Orthodox,177.8,178.0,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.3,0.0,2.0,0.16,26.0,Orthodox,177.8,180.34,155.0,1.0,0.0,0.0,3.0,5.0,2.0,2.0,3.0,0.0,13.0,0.0,11.86,0.52,2.43,2.0,0.67
Kenny Florian,Gray Maynard,2010-08-28,"Boston, Massachusetts, USA",Blue,False,Lightweight,31.0,Orthodox,175.26,177.8,155.0,0.0,7.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,21.0,0.0,23.88,0.41,0.88,2.75,0.63,34.0,Southpaw,177.8,187.96,145.0,0.0,2.0,0.0,6.0,11.0,3.0,2.0,7.0,1.0,31.0,3.0,25.57,0.48,0.86,1.5,0.48
