Name,Gender,Date,CurrentLoseStreak,CurrentWinStreak,Draws,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,LongestWinStreak,Losses,TotalRoundsFought,TotalTitleBouts,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage,Wins,Stance,HeightCms,ReachCms,WeightLbs,Age,MatchWCRank,WFlyweightRank,WFeatherweightRank,WStrawweightRank,WBantamweightRank,HeavyweightRank,LightHeavyweightRank,MiddleweightRank,WelterweightRank,LightweightRank,FeatherweightRank,BantamweightRank,FlyweightRank,PFPRank,WinsByDecision,WinsByStoppage
Ricardo Lamas,MALE,2013-01-26,0,3,0,20.3333,0.43,1.6667,1.0,0.277,3,0,6,0,0,0,1,1,1,0,3,Orthodox,172.72,180.34,145,30,,,,,,,,,,,,,,,1,2
Ricardo Lamas,MALE,2014-02-01,0,4,0,23.25,0.465,1.25,1.25,0.27,4,0,8,0,0,0,1,2,1,0,4,Orthodox,172.72,180.34,145,31,2.0,,,,,,,,,,2.0,,,,1,3
Ricardo Lamas,MALE,2014-06-28,1,0,0,26.8,0.428,1.0,1.2,0.248,4,1,13,1,0,0,1,2,1,0,4,Orthodox,172.72,180.34,145,32,3.0,,,,,,,,,,3.0,,,,1,3
Ricardo Lamas,MALE,2014-11-15,0,1,0,27.8333,0.415,1.0,1.3333,0.237,4,1,16,1,0,0,2,2,1,0,5,Orthodox,172.72,180.34,145,32,4.0,,,,,,,,,,4.0,,,,2,3
Ricardo Lamas,MALE,2015-04-04,0,2,0,25.8571,0.436,1.0,1.1429,0.203,4,1,17,1,0,0,2,2,2,0,6,Orthodox,172.72,180.34,145,32,4.0,,,,,,,,,,4.0,,,,2,4
Ricardo Lamas,MALE,2015-11-21,1,0,0,23.625,0.426,0.875,1.0,0.178,4,2,18,1,0,0,2,2,2,0,6,Orthodox,172.72,180.34,145,33,4.0,,,,,,,,,,4.0,,,,2,4
Ricardo Lamas,MALE,2016-06-04,0,1,0,27.3333,0.437,0.7778,1.2222,0.213,4,2,21,1,0,0,3,2,2,0,7,Orthodox,172.72,180.34,145,34,5.0,,,,,,,,,,5.0,,,,3,4
Ricardo Lamas,MALE,2016-11-05,1,0,0,31.0,0.44,0.7,1.1,0.192,4,3,24,1,0,0,3,2,2,0,7,Orthodox,172.72,180.34,145,34,4.0,,,,,,,,,,4.0,,,,3,4
Ricardo Lamas,MALE,2017-07-29,0,1,0,29.1818,0.45,0.7273,1.0909,0.265,4,3,26,1,0,0,3,2,3,0,8,Orthodox,172.72,180.34,145,35,3.0,,,,,,,,,,3.0,,,,3,5
Ricardo Lamas,MALE,2017-12-16,0,2,0,30.25,0.468,0.6667,1.0833,0.327,4,3,27,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,35,3.0,,,,,,,,,,3.0,,,,3,6
Ricardo Lamas,MALE,2018-06-09,1,0,0,29.2308,0.467,0.6154,1.0,0.302,4,4,28,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,7.0,,,,,,,,,,7.0,,,,3,6
Ricardo Lamas,MALE,2018-11-17,2,0,0,29.5714,0.472,0.7143,0.9286,0.28,4,5,31,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,12.0,,,,,,,,,,12.0,,,,3,6
Ricardo Lamas,MALE,2019-06-08,0,1,0,32.2667,0.478,0.6667,1.0667,0.301,4,5,34,1,0,0,3,4,3,0,10,Orthodox,172.72,180.34,145,37,10.0,,,,,,,,,,10.0,,,,3,7
Ricardo Lamas,MALE,2020-08-29,1,0,0,2.88,0.45,1.0,1.63,0.32,4,8,48,1,0,0,6,5,3,0,14,Orthodox,172.72,180.34,145,38,,,,,,,,,,,,,,,6,8
Ricardo Ramos,MALE,2017-02-04,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,135,21,,,,,,,,,,,,,,,0,0
Ricardo Ramos,MALE,2017-11-04,0,1,0,45.0,0.51,1.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,135,22,,,,,,,,,,,,,,,1,0
Ricardo Ramos,MALE,2018-08-04,0,2,0,43.5,0.475,0.5,1.5,0.3,2,0,6,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,135,23,,,,,,,,,,,,,,,1,1
Ricardo Ramos,MALE,2019-02-02,0,3,0,47.0,0.437,0.6667,1.3333,0.367,3,0,9,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,135,23,,,,,,,,,,,,,,,2,1
Ricardo Ramos,MALE,2019-06-29,1,0,0,3.05,0.39,0.7,2.13,0.64,3,1,10,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,135,23,,,,,,,,,,,,,,,2,1
Ricardo Ramos,MALE,2019-11-16,0,1,0,,0.39,0.7,2.13,0.64,3,1,13,0,0,1,2,1,0,0,4,Orthodox,175.26,182.88,135,24,,,,,,,,,,,,,,,3,1
Ricardo Ramos,MALE,2020-07-15,0,2,0,3.05,0.39,0.7,2.13,0.64,3,1,14,0,0,1,2,1,1,0,5,Orthodox,175.26,182.88,145,24,,,,,,,,,,,,,,,3,2
Ricardo Ramos,MALE,2021-05-22,1,0,0,3.1,0.41,0.7,3.08,0.58,3,2,15,0,0,1,2,1,1,0,5,Orthodox,175.26,182.88,145,25,,,,,,,,,,,,,,,3,2
Ricardo Ramos,MALE,2021-10-30,0,1,0,3.03,0.36,0.8,2.77,0.61,3,2,18,0,0,1,3,1,1,0,6,Orthodox,175.26,182.88,145,26,,,,,,,,,,,,,,,4,2
Ricardo Ramos,MALE,2022-06-18,1,0,0,3.03,0.36,0.8,2.77,0.61,3,3,21,0,0,1,3,1,1,0,6,Orthodox,175.26,182.88,145,26,,,,,,,,,,,,,,,4,2
Ricardo Ramos,MALE,2023-09-23,0,1,0,3.03,0.36,0.8,2.77,0.61,3,3,22,0,0,1,3,2,1,0,7,Orthodox,175.26,182.88,145,28,,,,,,,,,,,,,,,4,3
Ricardo Ramos,MALE,2024-03-23,1,0,0,3.03,0.36,0.8,2.77,0.61,3,4,23,0,0,1,3,2,1,0,7,Orthodox,175.26,182.88,145,28,,,,,,,,,,,,,,,4,3
Ricardo Ramos,MALE,2024-08-17,2,0,0,3.03,0.36,0.8,2.77,0.61,3,5,24,0,0,1,3,2,1,0,7,Orthodox,175.26,182.88,145,29,,,,,,,,,,,,,,,4,3
Ricardo Romero,MALE,2010-07-03,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,32,,,,,,,,,,,,,,,0,0
Ricardo Romero,MALE,2011-02-05,0,1,0,19.0,0.63,2.0,1.0,0.14,1,0,2,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,205,32,,,,,,,,,,,,,,,0,1
Ricardo Romero,MALE,2011-09-24,1,0,0,10.0,0.48,1.0,0.5,0.07,1,1,3,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,205,33,,,,,,,,,,,,,,,0,1
Rich Attonito,MALE,2010-06-19,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,33,,,,,,,,,,,,,,,0,0
Rich Attonito,MALE,2010-09-15,0,1,0,24.0,0.36,0.0,1.0,0.33,1,0,2,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,170,33,,,,,,,,,,,,,,,0,1
Rich Attonito,MALE,2010-12-04,0,2,0,24.5,0.335,0.0,0.5,0.165,2,0,5,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,170,33,,,,,,,,,,,,,,,1,1
Rich Attonito,MALE,2011-06-26,1,0,0,18.3333,0.357,0.0,0.3333,0.11,2,1,8,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,170,34,,,,,,,,,,,,,,,1,1
Rich Attonito,MALE,2011-12-10,0,1,0,30.25,0.43,0.0,0.5,0.208,2,1,11,0,0,0,2,1,0,0,3,Orthodox,177.8,182.88,170,34,,,,,,,,,,,,,,,2,1
Rich Franklin,MALE,2010-06-12,1,0,0,41.5625,0.469,0.125,0.75,0.26,7,4,36,5,0,0,3,7,1,1,12,Southpaw,185.42,190.5,185,35,,,,,,,,,,,,,,,3,9
Rich Franklin,MALE,2011-02-05,0,1,0,40.5294,0.468,0.1176,0.7059,0.245,7,4,37,5,0,0,3,8,1,1,13,Southpaw,185.42,190.5,185,36,,,,,,,,,,,,,,,3,10
Rich Franklin,MALE,2012-06-23,1,0,0,40.1111,0.459,0.1111,0.7222,0.259,7,5,40,5,0,0,3,8,1,1,13,Southpaw,185.42,190.5,185,37,,,,,,,,,,,,,,,3,10
Rich Franklin,MALE,2012-11-10,0,1,0,44.4211,0.454,0.1053,0.7368,0.272,7,5,45,5,0,0,4,8,1,1,14,Southpaw,185.42,190.5,185,38,,,,,,,,,,,,,,,4,10
Richard Walsh,MALE,2014-04-16,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,25,,,,,,,,,,,,,,,0,0
Richard Walsh,MALE,2014-09-20,0,1,0,71.0,0.58,0.0,5.0,0.55,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,170,25,,,,,,,,,,,,,,,1,0
Richard Walsh,MALE,2015-02-28,1,0,0,65.0,0.57,0.0,2.5,0.275,1,1,6,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,170,26,,,,,,,,,,,,,,,1,0
Richard Walsh,MALE,2015-11-14,2,0,0,46.6667,0.547,0.0,1.6667,0.183,1,2,7,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,170,26,,,,,,,,,,,,,,,1,0
Richard Walsh,MALE,2016-03-19,0,1,0,58.25,0.545,0.0,1.25,0.138,1,2,10,0,0,0,2,0,0,0,2,Orthodox,182.88,185.42,170,27,,,,,,,,,,,,,,,2,0
Richard Walsh,MALE,2016-11-26,1,0,0,55.8,0.506,0.0,1.2,0.176,1,3,13,0,0,0,2,0,0,0,2,Orthodox,182.88,185.42,170,27,,,,,,,,,,,,,,,2,0
Richardson Moreira,MALE,2014-05-31,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,182.88,185,30,,,,,,,,,,,,,,,0,0
Richardson Moreira,MALE,2015-01-31,1,0,0,3.0,0.75,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,182.88,185,30,,,,,,,,,,,,,,,0,0
Richie Smullen,MALE,2018-07-06,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,26,,,,,,,,,,,,,,,0,0
Richie Vaculik,MALE,2013-12-06,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,30,,,,,,,,,,,,,,,0,0
Richie Vaculik,MALE,2014-06-28,1,0,0,2.0,0.28,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,31,,,,,,,,,,,,,,,0,0
Richie Vaculik,MALE,2014-11-07,0,1,0,14.5,0.41,1.0,2.0,0.13,1,1,4,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,31,,,,,,,,,,,,,,,1,0
Richie Vaculik,MALE,2015-11-14,1,0,0,34.3333,0.447,1.0,2.0,0.42,1,2,7,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,32,,,,,,,,,,,,,,,1,0
Rick Glenn,MALE,2016-09-17,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,145,27,,,,,,,,,,,,,,,0,0
Rick Glenn,MALE,2017-02-11,1,0,0,58.0,0.37,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,145,27,,,,,,,,,,,,,,,0,0
Rick Glenn,MALE,2017-09-09,0,1,0,55.0,0.41,0.0,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,Southpaw,182.88,177.8,145,28,,,,,,,,,,,,,,,1,0
Rick Glenn,MALE,2017-12-30,0,2,0,84.0,0.47,0.3333,1.3333,0.19,2,1,9,0,0,1,1,0,0,0,2,Southpaw,182.88,177.8,145,28,,,,,,,,,,,,,,,2,0
Rick Glenn,MALE,2018-07-14,1,0,0,66.5,0.393,0.25,1.0,0.143,2,2,12,0,0,1,1,0,0,0,2,Southpaw,182.88,177.8,145,29,,,,,,,,,,,,,,,2,0
Rick Glenn,MALE,2018-11-30,0,1,0,62.8,0.384,0.4,0.8,0.114,2,2,15,0,0,2,1,0,0,0,3,Southpaw,182.88,177.8,145,29,,,,,,,,,,,,,,,3,0
Rick Story,MALE,2010-04-10,0,2,0,28.6667,0.293,2.3333,3.0,0.803,2,1,8,0,0,1,0,0,1,0,2,Southpaw,175.26,180.34,170,25,,,,,,,,,,,,,,,1,1
Rick Story,MALE,2010-08-07,0,3,0,29.25,0.328,2.0,3.0,0.678,3,1,11,0,0,2,0,0,1,0,3,Southpaw,175.26,180.34,170,25,,,,,,,,,,,,,,,2,1
Rick Story,MALE,2010-12-04,0,4,0,38.4,0.398,1.6,3.0,0.742,4,1,13,0,0,2,0,1,1,0,4,Southpaw,175.26,180.34,170,26,,,,,,,,,,,,,,,2,2
Rick Story,MALE,2011-05-28,0,5,0,41.1667,0.405,1.5,2.8333,0.685,5,1,16,0,0,2,1,1,1,0,5,Southpaw,175.26,180.34,170,26,,,,,,,,,,,,,,,3,2
Rick Story,MALE,2011-06-26,0,6,0,44.1429,0.399,1.2857,3.0,0.627,6,1,19,0,0,2,2,1,1,0,6,Southpaw,175.26,180.34,170,26,,,,,,,,,,,,,,,4,2
Rick Story,MALE,2011-11-19,1,0,0,40.75,0.394,1.625,2.875,0.611,6,2,22,0,0,2,2,1,1,0,6,Southpaw,175.26,180.34,170,27,,,,,,,,,,,,,,,4,2
Rick Story,MALE,2012-06-22,2,0,0,43.0,0.389,1.4444,2.6667,0.58,6,3,25,0,0,2,2,1,1,0,6,Southpaw,175.26,180.34,170,27,,,,,,,,,,,,,,,4,2
Rick Story,MALE,2012-10-13,0,1,0,43.8,0.39,1.3,2.9,0.605,6,3,28,0,0,2,3,1,1,0,7,Southpaw,175.26,180.34,170,28,,,,,,,,,,,,,,,5,2
Rick Story,MALE,2013-03-16,1,0,0,40.0909,0.409,1.1818,2.6364,0.55,6,4,29,0,0,2,3,1,1,0,7,Southpaw,175.26,180.34,170,28,,,,,,,,,,,,,,,5,2
Rick Story,MALE,2013-05-25,0,1,0,38.4167,0.408,1.0833,2.5,0.588,6,4,30,0,0,2,3,2,1,0,8,Southpaw,175.26,180.34,170,28,,,,,,,,,,,,,,,5,3
Rick Story,MALE,2013-11-16,1,0,0,39.8462,0.416,1.0,2.5385,0.575,6,5,33,0,0,2,3,2,1,0,8,Southpaw,175.26,180.34,170,29,,,,,,,,,,,,,,,5,3
Rick Story,MALE,2014-03-15,0,1,0,42.0714,0.411,0.9286,2.5,0.605,6,5,36,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,29,14.0,,,,,,,,14.0,,,,,,6,3
Rick Story,MALE,2014-07-16,1,0,0,42.2667,0.402,0.8667,2.3333,0.565,6,6,39,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,29,,,,,,,,,,,,,,,6,3
Rick Story,MALE,2014-10-04,0,1,0,41.125,0.415,0.875,2.375,0.576,6,6,41,0,0,2,4,2,2,0,10,Southpaw,175.26,180.34,170,30,,,,,,,,,,,,,,,6,4
Rick Story,MALE,2016-05-29,0,2,0,48.5882,0.422,0.8235,2.2941,0.601,6,6,46,0,0,3,4,2,2,0,11,Southpaw,175.26,180.34,170,31,11.0,,,,,,,,11.0,,,,,,7,4
Rick Story,MALE,2016-08-20,0,3,0,49.1111,0.427,0.7778,2.1667,0.568,6,6,49,0,0,3,5,2,2,0,12,Southpaw,175.26,180.34,170,31,9.0,,,,,,,,9.0,,,,,,8,4
Ricky Glenn,MALE,2021-06-19,1,0,0,4.39,0.42,0.3,0.66,0.13,2,3,18,0,0,2,1,0,0,0,3,Southpaw,182.88,177.8,145,32,,,,,,,,,,,,,,,3,0
Ricky Glenn,MALE,2023-04-22,0,1,1,3.79,0.42,0.4,0.72,0.13,2,3,22,0,0,2,1,1,0,0,4,Southpaw,182.88,177.8,170,34,,,,,,,,,,,,,,,3,1
Ricky Glenn,MALE,2023-10-07,1,0,1,3.79,0.42,0.4,0.72,0.13,2,4,23,0,0,2,1,1,0,0,4,Southpaw,182.88,177.8,170,34,,,,,,,,,,,,,,,3,1
Ricky Glenn,MALE,2024-08-17,2,0,1,3.79,0.42,0.4,0.72,0.13,2,5,24,0,0,2,1,1,0,0,4,Southpaw,182.88,177.8,170,35,,,,,,,,,,,,,,,3,1
Ricky Rainey,MALE,2018-04-14,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,185.42,195.58,170,34,,,,,,,,,,,,,,,0,0
Ricky Rainey,MALE,2018-11-30,1,0,0,19.0,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,185.42,195.58,170,35,,,,,,,,,,,,,,,0,0
Ricky Simon,MALE,2018-04-21,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,25,,,,,,,,,,,,,,,0,0
Ricky Simon,MALE,2018-08-04,0,1,0,34.0,0.33,1.0,2.0,0.28,1,0,3,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,135,25,,,,,,,,,,,,,,,0,1
Ricky Simon,MALE,2019-02-09,0,2,0,29.5,0.4,0.5,4.5,0.315,2,0,6,0,0,0,1,1,0,0,2,Orthodox,167.64,175.26,135,26,,,,,,,,,,,,,,,1,1
Ricky Simon,MALE,2019-07-13,0,3,0,2.96,0.4,0.2,6.53,0.49,3,0,9,0,0,0,2,1,0,0,3,Orthodox,167.64,175.26,135,26,15.0,,,,,,,,,,,15.0,,,2,1
Ricky Simon,MALE,2019-12-07,1,0,0,,0.412,0.25,6.66,,3,1,10,0,0,0,3,0,2,0,3,Orthodox,167.64,175.26,135,27,,,,,,,,,,,,,,,3,2
Ricky Simon,MALE,2020-05-13,2,0,0,2.96,0.4,0.2,6.53,0.49,3,2,13,0,0,0,2,1,0,0,3,Orthodox,167.64,175.26,135,27,,,,,,,,,,,,,,,2,1
Ricky Simon,MALE,2021-01-20,0,1,0,3.21,0.41,0.2,6.61,0.51,4,2,19,0,0,2,2,1,0,0,5,Orthodox,167.64,175.26,135,28,,,,,,,,,,,,,,,4,1
Ricky Simon,MALE,2021-02-13,0,2,0,3.09,0.42,0.3,7.07,0.53,4,2,21,0,0,2,2,1,1,0,6,Orthodox,167.64,175.26,135,28,,,,,,,,,,,,,,,4,2
Ricky Simon,MALE,2021-12-18,0,3,0,2.99,0.43,0.3,5.2,0.44,4,2,24,0,0,2,3,0,2,0,7,Orthodox,167.64,175.26,135,29,,,,,,,,,,,,,,,5,2
Ricky Simon,MALE,2022-07-16,0,4,0,2.99,0.43,0.3,5.2,0.44,4,2,26,0,0,2,3,1,2,0,8,Orthodox,167.64,175.26,135,29,13.0,,,,,,,,,,,13.0,,,5,3
Ricky Simon,MALE,2023-04-29,0,5,0,2.99,0.43,0.3,5.2,0.44,5,2,28,0,0,2,3,1,3,0,9,Orthodox,167.64,175.26,135,30,10.0,,,,,,,,,,,10.0,,,5,4
Ricky Simon,MALE,2024-01-13,1,0,0,2.99,0.43,0.3,5.2,0.44,5,3,33,0,0,2,3,1,3,0,9,Orthodox,167.64,175.26,135,31,13.0,,,,,,,,,,,13.0,,,5,4
Ricky Simon,MALE,2024-06-29,2,0,0,2.99,0.43,0.3,5.2,0.44,5,4,36,0,0,2,3,1,3,0,9,Orthodox,167.64,175.26,135,31,,,,,,,,,,,,,,,5,4
Ricky Turcios,MALE,2021-08-28,1,0,0,7.0,0.45,0.0,1.0,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,135,28,,,,,,,,,,,,,,,0,0
Ricky Turcios,MALE,2022-07-09,0,1,0,4.63,0.37,0.5,0.89,0.25,1,1,6,0,0,1,0,0,0,0,1,Orthodox,175.26,180.34,135,29,,,,,,,,,,,,,,,1,0
Ricky Turcios,MALE,2022-11-19,1,0,0,4.63,0.37,0.5,0.89,0.25,1,2,9,0,0,1,0,0,0,0,1,Orthodox,175.26,180.34,135,29,,,,,,,,,,,,,,,1,0
Ricky Turcios,MALE,2024-06-08,0,1,0,4.63,0.37,0.5,0.89,0.25,1,2,12,0,0,2,0,0,0,0,2,Orthodox,175.26,180.34,135,31,,,,,,,,,,,,,,,2,0
Riki Fukuda,MALE,2011-02-26,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,30,,,,,,,,,,,,,,,0,0
Riki Fukuda,MALE,2012-02-25,1,0,0,28.0,0.34,0.0,6.0,0.66,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,31,,,,,,,,,,,,,,,0,0
Riki Fukuda,MALE,2012-07-07,0,1,0,76.0,0.425,0.0,4.5,0.58,1,1,6,0,0,0,1,0,0,0,1,Southpaw,182.88,185.42,185,31,,,,,,,,,,,,,,,1,0
Riki Fukuda,MALE,2012-11-10,1,0,0,65.3333,0.433,0.0,3.0,0.387,1,2,9,0,0,0,1,0,0,0,1,Southpaw,182.88,185.42,185,31,,,,,,,,,,,,,,,1,0
Riki Fukuda,MALE,2013-03-02,0,1,0,70.25,0.453,0.0,3.0,0.44,1,2,12,0,0,0,2,0,0,0,2,Southpaw,182.88,185.42,185,32,,,,,,,,,,,,,,,2,0
Rin Nakai,FEMALE,2014-09-20,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,152.4,135,27,,,,,,,,,,,,,,,0,0
Rin Nakai,FEMALE,2016-03-19,1,0,0,16.0,0.34,0.0,3.0,0.15,0,1,3,0,0,0,0,0,0,0,0,Orthodox,154.94,152.4,135,29,,,,,,,,,,,,,,,0,0
Rinat Fakhretdinov,MALE,2022-06-04,0,0,0,4.17,0.54,0.2,4.43,0.46,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,30,,,,,,,,,,,,,,,0,0
Rinat Fakhretdinov,MALE,2022-12-17,0,1,0,4.17,0.54,0.2,4.43,0.46,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,170,31,,,,,,,,,,,,,,,1,0
Rinat Fakhretdinov,MALE,2023-07-01,0,2,0,4.17,0.54,0.2,4.43,0.46,2,0,6,0,0,0,2,0,0,0,2,Orthodox,182.88,187.96,170,31,,,,,,,,,,,,,,,2,0
Rinat Fakhretdinov,MALE,2024-06-22,0,3,1,4.78,0.52,0.2,3.95,0.34,3,0,10,0,0,0,2,0,1,0,3,Orthodox,182.88,187.96,170,32,,,,,,,,,,,,,,,2,1
Rinat Fakhretdinov,MALE,2024-10-26,0,4,1,4.78,0.52,0.2,3.95,0.34,3,0,13,0,0,1,2,0,1,0,4,Orthodox,182.88,187.96,170,33,,,,,,,,,,,,,,,3,1
Rinya Nakamura,MALE,2023-02-04,0,2,0,3.53,0.54,1.6,3.72,0.9,2,0,2,0,0,0,0,1,1,0,2,Southpaw,170.18,172.72,135,27,,,,,,,,,,,,,,,0,2
Rinya Nakamura,MALE,2023-08-26,0,3,0,3.53,0.54,1.6,3.72,0.9,3,0,3,1,0,0,0,2,1,0,3,Southpaw,170.18,172.72,135,28,,,,,,,,,,,,,,,0,3
Rinya Nakamura,MALE,2024-02-17,0,4,0,3.53,0.54,1.6,3.72,0.9,4,0,6,1,0,0,1,2,1,0,4,Southpaw,170.18,172.72,135,28,,,,,,,,,,,,,,,1,3
Roan Carneiro,MALE,2015-02-28,2,0,0,16.0,0.552,1.6,3.2,0.606,1,3,12,0,0,0,1,1,0,0,2,Orthodox,180.34,187.96,170,36,,,,,,,,,,,,,,,1,1
Roan Carneiro,MALE,2016-02-21,0,1,0,13.5,0.515,1.5,2.6667,0.505,1,3,13,0,0,0,1,1,1,0,3,Orthodox,180.34,187.96,170,37,15.0,,,,,,,15.0,,,,,,,1,2
Roan Carneiro,MALE,2016-09-17,1,0,0,11.5714,0.441,1.2857,2.2857,0.433,1,4,14,0,0,0,1,1,1,0,3,Orthodox,180.34,187.96,170,38,,,,,,,,,,,,,,,1,2
Roan Carneiro,MALE,2017-02-11,0,1,0,14.25,0.445,1.125,2.25,0.42,1,4,17,0,0,1,1,1,1,0,4,Orthodox,180.34,187.96,170,38,,,,,,,,,,,,,,,2,2
Rob Broughton,MALE,2010-10-16,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,265,27,,,,,,,,,,,,,,,0,0
Rob Broughton,MALE,2011-09-24,0,1,0,67.0,0.67,6.0,0.0,0.0,1,0,3,0,0,0,0,0,1,0,1,Orthodox,187.96,187.96,265,28,,,,,,,,,,,,,,,0,1
Rob Broughton,MALE,2011-11-05,1,0,0,44.5,0.525,3.5,0.0,0.0,1,1,6,0,0,0,0,0,1,0,1,Orthodox,187.96,187.96,265,28,,,,,,,,,,,,,,,0,1
Rob Emerson,MALE,2010-03-31,0,1,0,26.8333,0.427,0.1667,1.6667,0.338,2,3,14,0,0,1,1,1,0,0,3,Orthodox,175.26,177.8,155,28,,,,,,,,,,,,,,,2,1
Rob Font,MALE,2014-07-05,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,27,,,,,,,,,,,,,,,0,0
Rob Font,MALE,2016-01-17,0,1,0,12.0,0.52,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,180.34,135,28,,,,,,,,,,,,,,,0,1
Rob Font,MALE,2016-05-14,0,2,0,32.0,0.495,0.0,0.5,0.1,2,0,3,0,0,0,0,2,0,0,2,Orthodox,172.72,180.34,135,28,,,,,,,,,,,,,,,0,2
Rob Font,MALE,2016-12-03,1,0,0,34.6667,0.447,0.0,0.3333,0.067,2,1,6,0,0,0,0,2,0,0,2,Orthodox,172.72,180.34,135,29,,,,,,,,,,,,,,,0,2
Rob Font,MALE,2017-07-08,0,1,0,32.5,0.53,0.25,0.5,0.3,2,1,7,0,0,0,0,3,0,0,3,Orthodox,172.72,180.34,135,30,15.0,,,,,,,,,,,15.0,,,0,3
Rob Font,MALE,2017-10-28,0,2,0,40.0,0.52,0.8,0.8,0.34,2,1,9,0,0,0,0,3,1,0,4,Orthodox,172.72,180.34,135,30,13.0,,,,,,,,,,,13.0,,,0,4
Rob Font,MALE,2018-01-20,1,0,0,38.3333,0.507,0.6667,0.6667,0.283,2,2,10,0,0,0,0,3,1,0,4,Orthodox,172.72,180.34,135,30,14.0,,,,,,,,,,,14.0,,,0,4
Rob Font,MALE,2018-07-07,0,1,0,38.7143,0.479,0.5714,0.7143,0.29,2,2,12,0,0,0,0,4,1,0,5,Orthodox,172.72,180.34,135,31,11.0,,,,,,,,,,,11.0,,,0,5
Rob Font,MALE,2018-12-15,1,0,0,36.375,0.439,0.5,0.625,0.254,2,3,15,0,0,0,0,4,1,0,5,Orthodox,172.72,180.34,135,31,10.0,,,,,,,,,,,10.0,,,0,5
Rob Font,MALE,2019-12-07,0,1,0,,0.405,0.92,1.29,,2,3,18,0,0,0,1,4,1,0,6,Orthodox,172.72,181.61,135,32,10.0,,,,,,,,,,,10.0,,,1,5
Rob Font,MALE,2020-12-19,2,0,0,3.38,0.39,0.4,1.0,0.41,4,4,2,1,0,0,0,0,0,0,5,Orthodox,167.64,170.18,135,32,,,,,,,,,,,,,,,0,0
